product_id,name,price,description,specifications,category,brand,image,rating,battery_life,windows_free,weight_kg,ram_gb,ssd_gb,display_size,processor_type
ACE0384,Acer Model 384,70967,"Acer laptop with AMD Ryzen 7, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 13hrs",Business,Acer,Image of Acer Model 384,4.3,13,No,2.97,12,256,15.6-inch,AMD Ryzen 7
SAM0385,Samsung Model 385,67183,"Samsung laptop with AMD Ryzen 7, 12GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Student,Samsung,Image of Samsung Model 385,3.5,9,No,2.97,12,128,15.6-inch,AMD Ryzen 7
ASU0386,Asus Model 386,24443,"Asus laptop with Intel i5, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 13hrs",Ultrabook,Asus,Image of Asus Model 386,4.9,13,No,3.61,10,512,15.6-inch,Intel i5
LEN0387,Lenovo Model 387,93187,"Lenovo laptop with Intel i3, 10GB RAM, 128GB SSD, 14-inch display","Intel i3, 10GB RAM, 128GB SSD, 14-inch, Battery: 13hrs",Ultrabook,Lenovo,Image of Lenovo Model 387,4.2,13,Yes,2.73,10,128,14-inch,Intel i3
LG0388,LG Model 388,99351,"LG laptop with AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Workstation,LG,Image of LG Model 388,3.7,10,No,1.62,8,512,15.6-inch,AMD Ryzen 7
LG0389,LG Model 389,46355,"LG laptop with Intel i5, 6GB RAM, 256GB SSD, 15.6-inch display","Intel i5, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 8hrs",Convertible,LG,Image of LG Model 389,4.1,8,Yes,4.24,6,256,15.6-inch,Intel i5
MIC0390,Microsoft Model 390,30963,"Microsoft laptop with Intel i5, 4GB RAM, 512GB SSD, 14-inch display","Intel i5, 4GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Workstation,Microsoft,Image of Microsoft Model 390,4.8,14,No,1.44,4,512,14-inch,Intel i5
SAM0391,Samsung Model 391,87952,"Samsung laptop with Apple M1, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Business,Samsung,Image of Samsung Model 391,4.6,10,No,3.35,8,128,15.6-inch,Apple M1
MIC0392,Microsoft Model 392,85565,"Microsoft laptop with Apple M3, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Gaming,Microsoft,Image of Microsoft Model 392,4.6,7,Yes,3.97,10,256,15.6-inch,Apple M3
ASU0393,Asus Model 393,93364,"Asus laptop with AMD Ryzen 5, 10GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Student,Asus,Image of Asus Model 393,5.0,11,No,1.53,10,128,15.6-inch,AMD Ryzen 5
LEN0394,Lenovo Model 394,70603,"Lenovo laptop with AMD Ryzen 7, 10GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 256GB SSD, 14-inch, Battery: 10hrs",Ultrabook,Lenovo,Image of Lenovo Model 394,4.7,10,No,2.25,10,256,14-inch,AMD Ryzen 7
MSI0395,MSI Model 395,96876,"MSI laptop with Apple M1, 6GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Student,MSI,Image of MSI Model 395,3.8,4,No,3.87,6,128,15.6-inch,Apple M1
MIC0396,Microsoft Model 396,65981,"Microsoft laptop with Intel i5, 6GB RAM, 128GB SSD, 14-inch display","Intel i5, 6GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Ultrabook,Microsoft,Image of Microsoft Model 396,4.6,8,No,3.81,6,128,14-inch,Intel i5
MSI0397,MSI Model 397,33637,"MSI laptop with Apple M3, 12GB RAM, 512GB SSD, 14-inch display","Apple M3, 12GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Student,MSI,Image of MSI Model 397,4.9,6,Yes,3.3,12,512,14-inch,Apple M3
SAM0398,Samsung Model 398,92290,"Samsung laptop with Apple M3, 8GB RAM, 512GB SSD, 14-inch display","Apple M3, 8GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Ultrabook,Samsung,Image of Samsung Model 398,4.4,5,Yes,1.52,8,512,14-inch,Apple M3
APP0399,Apple Model 399,91224,"Apple laptop with AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Convertible,Apple,Image of Apple Model 399,4.3,7,No,3.68,8,512,15.6-inch,AMD Ryzen 7
DEL0400,Dell Model 400,76417,"Dell laptop with Apple M1, 4GB RAM, 256GB SSD, 14-inch display","Apple M1, 4GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Workstation,Dell,Image of Dell Model 400,3.8,6,Yes,4.39,4,256,14-inch,Apple M1
LEN0401,Lenovo Model 401,34288,"Lenovo laptop with AMD Ryzen 7, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Convertible,Lenovo,Image of Lenovo Model 401,3.7,6,No,4.44,12,256,15.6-inch,AMD Ryzen 7
MSI0402,MSI Model 402,84817,"MSI laptop with AMD Ryzen 5, 4GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Gaming,MSI,Image of MSI Model 402,4.2,4,No,1.64,4,256,15.6-inch,AMD Ryzen 5
APP0403,Apple Model 403,32222,"Apple laptop with AMD Ryzen 7, 4GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 4GB RAM, 256GB SSD, 14-inch, Battery: 8hrs",Workstation,Apple,Image of Apple Model 403,3.9,8,No,2.49,4,256,14-inch,AMD Ryzen 7
ACE0404,Acer Model 404,24883,"Acer laptop with Intel i3, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 6hrs",Workstation,Acer,Image of Acer Model 404,4.9,6,No,4.06,6,512,15.6-inch,Intel i3
LEN0405,Lenovo Model 405,93899,"Lenovo laptop with Apple M1, 10GB RAM, 128GB SSD, 14-inch display","Apple M1, 10GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Convertible,Lenovo,Image of Lenovo Model 405,3.9,5,Yes,4.2,10,128,14-inch,Apple M1
LG0406,LG Model 406,37300,"LG laptop with Intel i3, 4GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Workstation,LG,Image of LG Model 406,4.3,7,No,2.31,4,512,15.6-inch,Intel i3
MSI0407,MSI Model 407,92582,"MSI laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 14-inch, Battery: 7hrs",Business,MSI,Image of MSI Model 407,4.9,7,Yes,2.51,12,256,14-inch,AMD Ryzen 5
SAM0408,Samsung Model 408,58062,"Samsung laptop with Intel i7, 6GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 14hrs",Ultrabook,Samsung,Image of Samsung Model 408,3.9,14,Yes,2.1,6,256,15.6-inch,Intel i7
APP0409,Apple Model 409,70606,"Apple laptop with AMD Ryzen 7, 8GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Workstation,Apple,Image of Apple Model 409,4.3,11,Yes,2.63,8,128,15.6-inch,AMD Ryzen 7
SAM0410,Samsung Model 410,37616,"Samsung laptop with AMD Ryzen 7, 12GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 12GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,Samsung,Image of Samsung Model 410,4.3,7,No,2.56,12,512,15.6-inch,AMD Ryzen 7
DEL0411,Dell Model 411,27574,"Dell laptop with Intel i7, 12GB RAM, 128GB SSD, 14-inch display","Intel i7, 12GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Gaming,Dell,Image of Dell Model 411,3.5,7,Yes,4.47,12,128,14-inch,Intel i7
ACE0412,Acer Model 412,69874,"Acer laptop with Apple M3, 10GB RAM, 128GB SSD, 15.6-inch display","Apple M3, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Student,Acer,Image of Acer Model 412,4.0,6,No,2.9,10,128,15.6-inch,Apple M3
MSI0413,MSI Model 413,95089,"MSI laptop with Apple M1, 8GB RAM, 128GB SSD, 14-inch display","Apple M1, 8GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Workstation,MSI,Image of MSI Model 413,4.2,7,Yes,3.85,8,128,14-inch,Apple M1
ACE0414,Acer Model 414,96739,"Acer laptop with Intel i7, 8GB RAM, 128GB SSD, 14-inch display","Intel i7, 8GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Student,Acer,Image of Acer Model 414,4.2,5,No,2.15,8,128,14-inch,Intel i7
APP0415,Apple Model 415,63072,"Apple laptop with AMD Ryzen 7, 10GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Student,Apple,Image of Apple Model 415,3.5,4,Yes,4.44,10,128,15.6-inch,AMD Ryzen 7
HP0416,HP Model 416,53379,"HP laptop with Intel i7, 4GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Workstation,HP,Image of HP Model 416,4.4,4,Yes,1.36,4,256,15.6-inch,Intel i7
HP0417,HP Model 417,35483,"HP laptop with Apple M2, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 13hrs",Gaming,HP,Image of HP Model 417,4.2,13,Yes,4.12,6,256,15.6-inch,Apple M2
HP0418,HP Model 418,72147,"HP laptop with Apple M1, 6GB RAM, 256GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 9hrs",Workstation,HP,Image of HP Model 418,4.7,9,No,2.77,6,256,15.6-inch,Apple M1
APP0419,Apple Model 419,95595,"Apple laptop with Apple M2, 12GB RAM, 128GB SSD, 15.6-inch display","Apple M2, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 5hrs",Gaming,Apple,Image of Apple Model 419,4.6,5,Yes,2.94,12,128,15.6-inch,Apple M2
APP0420,Apple Model 420,82060,"Apple laptop with Intel i3, 10GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 10hrs",Business,Apple,Image of Apple Model 420,3.8,10,No,2.65,10,256,15.6-inch,Intel i3
LEN0421,Lenovo Model 421,37446,"Lenovo laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 5hrs",Ultrabook,Lenovo,Image of Lenovo Model 421,3.9,5,Yes,1.31,12,512,14-inch,AMD Ryzen 5
SAM0422,Samsung Model 422,48022,"Samsung laptop with Intel i5, 12GB RAM, 128GB SSD, 15.6-inch display","Intel i5, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Student,Samsung,Image of Samsung Model 422,3.5,4,Yes,1.48,12,128,15.6-inch,Intel i5
SAM0423,Samsung Model 423,26855,"Samsung laptop with Intel i7, 4GB RAM, 512GB SSD, 14-inch display","Intel i7, 4GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Ultrabook,Samsung,Image of Samsung Model 423,4.5,14,Yes,3.87,4,512,14-inch,Intel i7
ASU0424,Asus Model 424,41025,"Asus laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Convertible,Asus,Image of Asus Model 424,4.5,12,Yes,3.49,6,128,15.6-inch,AMD Ryzen 7
HP0425,HP Model 425,57577,"HP laptop with Apple M3, 10GB RAM, 256GB SSD, 14-inch display","Apple M3, 10GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Convertible,HP,Image of HP Model 425,4.3,9,Yes,3.67,10,256,14-inch,Apple M3
DEL0426,Dell Model 426,28801,"Dell laptop with Apple M1, 6GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 9hrs",Student,Dell,Image of Dell Model 426,4.9,9,No,4.46,6,512,15.6-inch,Apple M1
LEN0427,Lenovo Model 427,88807,"Lenovo laptop with AMD Ryzen 5, 8GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 10hrs",Ultrabook,Lenovo,Image of Lenovo Model 427,4.7,10,No,2.24,8,128,15.6-inch,AMD Ryzen 5
MIC0428,Microsoft Model 428,18683,"Microsoft laptop with Apple M2, 8GB RAM, 256GB SSD, 14-inch display","Apple M2, 8GB RAM, 256GB SSD, 14-inch, Battery: 7hrs",Workstation,Microsoft,Image of Microsoft Model 428,4.2,7,No,2.33,8,256,14-inch,Apple M2
APP0429,Apple Model 429,18404,"Apple laptop with Intel i3, 6GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Ultrabook,Apple,Image of Apple Model 429,4.1,14,No,2.57,6,512,15.6-inch,Intel i3
SAM0430,Samsung Model 430,45515,"Samsung laptop with Intel i3, 6GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 8hrs",Gaming,Samsung,Image of Samsung Model 430,4.8,8,Yes,4.44,6,256,15.6-inch,Intel i3
ACE0431,Acer Model 431,47140,"Acer laptop with AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Ultrabook,Acer,Image of Acer Model 431,4.8,4,Yes,3.37,4,256,14-inch,AMD Ryzen 5
HP0432,HP Model 432,67250,"HP laptop with AMD Ryzen 5, 12GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 128GB SSD, 15.6-inch, Battery: 8hrs",Workstation,HP,Image of HP Model 432,3.6,8,Yes,4.29,12,128,15.6-inch,AMD Ryzen 5
SAM0433,Samsung Model 433,67605,"Samsung laptop with Apple M2, 10GB RAM, 256GB SSD, 14-inch display","Apple M2, 10GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Business,Samsung,Image of Samsung Model 433,4.6,9,No,1.3,10,256,14-inch,Apple M2
APP0434,Apple Model 434,40271,"Apple laptop with Intel i3, 4GB RAM, 512GB SSD, 14-inch display","Intel i3, 4GB RAM, 512GB SSD, 14-inch, Battery: 8hrs",Student,Apple,Image of Apple Model 434,4.1,8,Yes,1.44,4,512,14-inch,Intel i3
MIC0435,Microsoft Model 435,35261,"Microsoft laptop with Intel i7, 6GB RAM, 512GB SSD, 14-inch display","Intel i7, 6GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Convertible,Microsoft,Image of Microsoft Model 435,4.9,9,Yes,2.89,6,512,14-inch,Intel i7
LEN0436,Lenovo Model 436,59269,"Lenovo laptop with AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Business,Lenovo,Image of Lenovo Model 436,4.5,14,Yes,1.63,6,128,14-inch,AMD Ryzen 7
MIC0437,Microsoft Model 437,27265,"Microsoft laptop with Apple M1, 12GB RAM, 128GB SSD, 14-inch display","Apple M1, 12GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Gaming,Microsoft,Image of Microsoft Model 437,3.8,9,Yes,2.6,12,128,14-inch,Apple M1
APP0438,Apple Model 438,26126,"Apple laptop with Apple M2, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Gaming,Apple,Image of Apple Model 438,3.6,7,Yes,2.35,4,512,15.6-inch,Apple M2
LG0439,LG Model 439,58053,"LG laptop with Apple M1, 4GB RAM, 128GB SSD, 14-inch display","Apple M1, 4GB RAM, 128GB SSD, 14-inch, Battery: 10hrs",Student,LG,Image of LG Model 439,4.8,10,No,2.89,4,128,14-inch,Apple M1
MIC0440,Microsoft Model 440,61354,"Microsoft laptop with Intel i3, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Student,Microsoft,Image of Microsoft Model 440,4.3,6,No,4.18,8,128,15.6-inch,Intel i3
DEL0441,Dell Model 441,86539,"Dell laptop with Apple M3, 4GB RAM, 128GB SSD, 15.6-inch display","Apple M3, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Business,Dell,Image of Dell Model 441,5.0,12,Yes,4.34,4,128,15.6-inch,Apple M3
APP0442,Apple Model 442,47356,"Apple laptop with AMD Ryzen 7, 4GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 11hrs",Student,Apple,Image of Apple Model 442,4.6,11,Yes,3.25,4,128,15.6-inch,AMD Ryzen 7
ACE0443,Acer Model 443,98106,"Acer laptop with AMD Ryzen 5, 8GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 8GB RAM, 256GB SSD, 14-inch, Battery: 7hrs",Ultrabook,Acer,Image of Acer Model 443,4.7,7,Yes,2.19,8,256,14-inch,AMD Ryzen 5
SAM0444,Samsung Model 444,63534,"Samsung laptop with Intel i3, 12GB RAM, 128GB SSD, 14-inch display","Intel i3, 12GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Business,Samsung,Image of Samsung Model 444,3.9,5,Yes,3.2,12,128,14-inch,Intel i3
APP0445,Apple Model 445,45677,"Apple laptop with Apple M3, 12GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Business,Apple,Image of Apple Model 445,4.0,5,Yes,2.87,12,256,15.6-inch,Apple M3
ACE0446,Acer Model 446,37849,"Acer laptop with Intel i7, 8GB RAM, 512GB SSD, 14-inch display","Intel i7, 8GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Gaming,Acer,Image of Acer Model 446,4.6,14,Yes,3.32,8,512,14-inch,Intel i7
MSI0447,MSI Model 447,34736,"MSI laptop with Apple M2, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 12hrs",Convertible,MSI,Image of MSI Model 447,3.9,12,No,3.09,10,256,15.6-inch,Apple M2
DEL0448,Dell Model 448,41467,"Dell laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Business,Dell,Image of Dell Model 448,4.6,11,No,3.61,12,512,14-inch,AMD Ryzen 5
APP0449,Apple Model 449,59951,"Apple laptop with AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 5, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 10hrs",Gaming,Apple,Image of Apple Model 449,3.6,10,No,2.18,12,256,15.6-inch,AMD Ryzen 5
APP0450,Apple Model 450,73133,"Apple laptop with Apple M2, 6GB RAM, 128GB SSD, 14-inch display","Apple M2, 6GB RAM, 128GB SSD, 14-inch, Battery: 4hrs",Ultrabook,Apple,Image of Apple Model 450,3.8,4,Yes,2.47,6,128,14-inch,Apple M2
LG0451,LG Model 451,69079,"LG laptop with Intel i5, 6GB RAM, 512GB SSD, 14-inch display","Intel i5, 6GB RAM, 512GB SSD, 14-inch, Battery: 13hrs",Business,LG,Image of LG Model 451,4.0,13,Yes,3.38,6,512,14-inch,Intel i5
SAM0452,Samsung Model 452,79186,"Samsung laptop with Intel i5, 4GB RAM, 512GB SSD, 14-inch display","Intel i5, 4GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Gaming,Samsung,Image of Samsung Model 452,5.0,11,Yes,2.94,4,512,14-inch,Intel i5
SAM0453,Samsung Model 453,54128,"Samsung laptop with Apple M3, 4GB RAM, 128GB SSD, 14-inch display","Apple M3, 4GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Ultrabook,Samsung,Image of Samsung Model 453,4.0,6,No,2.04,4,128,14-inch,Apple M3
DEL0454,Dell Model 454,43499,"Dell laptop with Intel i7, 10GB RAM, 256GB SSD, 14-inch display","Intel i7, 10GB RAM, 256GB SSD, 14-inch, Battery: 13hrs",Gaming,Dell,Image of Dell Model 454,3.8,13,Yes,4.04,10,256,14-inch,Intel i7
LG0455,LG Model 455,43634,"LG laptop with Apple M2, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M2, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Workstation,LG,Image of LG Model 455,4.5,4,No,2.46,8,512,15.6-inch,Apple M2
SAM0456,Samsung Model 456,89935,"Samsung laptop with Intel i7, 6GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Business,Samsung,Image of Samsung Model 456,4.3,6,No,1.95,6,256,15.6-inch,Intel i7
LG0457,LG Model 457,21715,"LG laptop with AMD Ryzen 7, 10GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 128GB SSD, 14-inch, Battery: 8hrs",Convertible,LG,Image of LG Model 457,4.6,8,No,2.64,10,128,14-inch,AMD Ryzen 7
LG0458,LG Model 458,76031,"LG laptop with Apple M1, 6GB RAM, 512GB SSD, 14-inch display","Apple M1, 6GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Business,LG,Image of LG Model 458,4.6,11,No,2.05,6,512,14-inch,Apple M1
MSI0459,MSI Model 459,33764,"MSI laptop with Apple M1, 4GB RAM, 128GB SSD, 14-inch display","Apple M1, 4GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Student,MSI,Image of MSI Model 459,3.6,7,No,3.58,4,128,14-inch,Apple M1
APP0460,Apple Model 460,48792,"Apple laptop with Apple M1, 6GB RAM, 128GB SSD, 14-inch display","Apple M1, 6GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Gaming,Apple,Image of Apple Model 460,3.9,6,Yes,1.61,6,128,14-inch,Apple M1
MSI0461,MSI Model 461,41834,"MSI laptop with Apple M3, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Business,MSI,Image of MSI Model 461,4.6,10,No,2.91,8,512,15.6-inch,Apple M3
MSI0462,MSI Model 462,79089,"MSI laptop with Apple M3, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 13hrs",Student,MSI,Image of MSI Model 462,4.0,13,No,2.12,4,512,15.6-inch,Apple M3
ASU0463,Asus Model 463,94131,"Asus laptop with Apple M2, 6GB RAM, 256GB SSD, 14-inch display","Apple M2, 6GB RAM, 256GB SSD, 14-inch, Battery: 13hrs",Convertible,Asus,Image of Asus Model 463,4.0,13,No,3.31,6,256,14-inch,Apple M2
LG0464,LG Model 464,26797,"LG laptop with Apple M2, 12GB RAM, 512GB SSD, 14-inch display","Apple M2, 12GB RAM, 512GB SSD, 14-inch, Battery: 10hrs",Business,LG,Image of LG Model 464,4.6,10,Yes,3.24,12,512,14-inch,Apple M2
LEN0465,Lenovo Model 465,19128,"Lenovo laptop with Apple M2, 4GB RAM, 512GB SSD, 14-inch display","Apple M2, 4GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Gaming,Lenovo,Image of Lenovo Model 465,4.9,11,No,2.8,4,512,14-inch,Apple M2
ACE0466,Acer Model 466,25267,"Acer laptop with Apple M2, 8GB RAM, 256GB SSD, 14-inch display","Apple M2, 8GB RAM, 256GB SSD, 14-inch, Battery: 5hrs",Gaming,Acer,Image of Acer Model 466,4.6,5,No,2.14,8,256,14-inch,Apple M2
MSI0467,MSI Model 467,68730,"MSI laptop with Intel i7, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Business,MSI,Image of MSI Model 467,4.8,9,Yes,3.84,6,128,15.6-inch,Intel i7
APP0468,Apple Model 468,78403,"Apple laptop with Intel i3, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Business,Apple,Image of Apple Model 468,4.0,6,No,2.19,8,128,15.6-inch,Intel i3
APP0469,Apple Model 469,63224,"Apple laptop with Intel i5, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 8hrs",Student,Apple,Image of Apple Model 469,4.5,8,Yes,2.78,10,512,15.6-inch,Intel i5
HP0470,HP Model 470,76322,"HP laptop with AMD Ryzen 7, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 7, 12GB RAM, 512GB SSD, 14-inch, Battery: 7hrs",Convertible,HP,Image of HP Model 470,5.0,7,Yes,3.14,12,512,14-inch,AMD Ryzen 7
ASU0471,Asus Model 471,19954,"Asus laptop with Apple M2, 6GB RAM, 512GB SSD, 14-inch display","Apple M2, 6GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Ultrabook,Asus,Image of Asus Model 471,3.9,9,No,2.49,6,512,14-inch,Apple M2
LG0472,LG Model 472,52601,"LG laptop with Intel i5, 10GB RAM, 256GB SSD, 15.6-inch display","Intel i5, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Convertible,LG,Image of LG Model 472,4.6,5,No,1.39,10,256,15.6-inch,Intel i5
DEL0473,Dell Model 473,95209,"Dell laptop with Intel i5, 6GB RAM, 128GB SSD, 14-inch display","Intel i5, 6GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Workstation,Dell,Image of Dell Model 473,3.7,5,Yes,4.43,6,128,14-inch,Intel i5
LG0474,LG Model 474,19878,"LG laptop with Intel i5, 12GB RAM, 256GB SSD, 15.6-inch display","Intel i5, 12GB RAM, 256GB SSD, 15.6-inch, Battery: 9hrs",Gaming,LG,Image of LG Model 474,4.6,9,Yes,1.72,12,256,15.6-inch,Intel i5
SAM0475,Samsung Model 475,66448,"Samsung laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Business,Samsung,Image of Samsung Model 475,3.8,4,No,3.21,8,256,14-inch,AMD Ryzen 7
LG0476,LG Model 476,27771,"LG laptop with Apple M1, 8GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Gaming,LG,Image of LG Model 476,3.7,9,No,3.34,8,128,15.6-inch,Apple M1
HP0477,HP Model 477,54877,"HP laptop with Intel i7, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Student,HP,Image of HP Model 477,4.2,9,Yes,4.19,6,128,15.6-inch,Intel i7
